name	PercNA	H	RandomNomCat
	int	int	categorical
булышырга (помогать)	45	2.28115996212	TRUE
тезәргә (нанизывать)	35	2.50253146269	TRUE
салырга (наливать)	47	2.34793759645	FALSE
сикерергә  (прыгать)	59	1.66279925602	TRUE
җыерырга (морщить)	35	2.87943067508	TRUE
түгәргә (выбрасывать)	59	1.6624314836	TRUE
сызарга (подчеркивать)	53	1.83438202835	TRUE
ябыштырырга (клеить)	78	1.27268222825	TRUE
керергә/кайтырга (входить. возвращаться)	20	3.66629073651	FALSE
йөгерергә (бежать)	24	3.25933215803	FALSE
шартлатырга (взорвать)	49	1.43313317816	FALSE
сөртергә (протирать)	84	0.712016147725	FALSE
ябарга (закрывать)	65	1.45293393232	TRUE
китәргә (уезжать. улетать)	61	1.94997930024	FALSE
уйнарга (играть)	25	3.33195284585	FALSE
утырырга (сидеть)	61	1.9299881236	FALSE
шуышырга (ползать)	27	3.04270548272	TRUE
урын бирергә (уступить (место)	31	3.28273312666	FALSE
чыгарга (выходить)	45	2.09063876408	FALSE
сугарга (бить)	82	1.09924457219	TRUE
дирижерлык итәргә (дирижировать)	28	3.27249293337	FALSE
кытыкларга (щекотить)	47	3.04420769457	FALSE
ягарга (топить)	65	1.67096168681	TRUE
тотарга (держать)	18	3.63294948965	FALSE
уйларга  (думать)	76	1.43456874323	TRUE
пешерергә (варить. готовить)	75	1.24443284261	FALSE
